File Name,Time,min,s
image_0000491.jpg,00:00.0,47,20.849
image_0000492.jpg,00:00.0,47,20.887
image_0000493.jpg,00:00.0,47,20.923
image_0000494.jpg,00:00.0,47,20.964
image_0000495.jpg,00:00.0,47,21
image_0000496.jpg,00:00.0,47,21.036
image_0000497.jpg,00:00.0,47,21.073
image_0000498.jpg,00:00.0,47,21.109
image_0000499.jpg,00:00.0,47,21.144
image_0000500.jpg,00:00.0,47,21.182
image_0000501.jpg,00:00.0,47,21.22
image_0000502.jpg,00:00.0,47,21.258
image_0000503.jpg,00:00.0,47,21.296
image_0000504.jpg,00:00.0,47,21.332
image_0000505.jpg,00:00.0,47,21.37
image_0000506.jpg,00:00.0,47,21.409
image_0000507.jpg,00:00.0,47,21.445
image_0000508.jpg,00:00.0,47,21.502
image_0000509.jpg,00:00.0,47,21.561
image_0000510.jpg,00:00.0,47,21.604
image_0000511.jpg,00:00.0,47,21.64
image_0000512.jpg,00:00.0,47,21.677
image_0000513.jpg,00:00.0,47,21.712
image_0000514.jpg,00:00.0,47,21.748
image_0000515.jpg,00:00.0,47,21.788
image_0000516.jpg,00:00.0,47,21.825
image_0000517.jpg,00:00.0,47,21.862
image_0000518.jpg,00:00.0,47,21.899
image_0000519.jpg,00:00.0,47,21.933
image_0000520.jpg,00:00.0,47,21.969
image_0000521.jpg,00:00.0,47,22.008
image_0000522.jpg,00:00.0,47,22.059
image_0000523.jpg,00:00.0,47,22.1
image_0000524.jpg,00:00.0,47,22.135
image_0000525.jpg,00:00.0,47,22.174
image_0000526.jpg,00:00.0,47,22.211
image_0000527.jpg,00:00.0,47,22.25
image_0000528.jpg,00:00.0,47,22.288
image_0000529.jpg,00:00.0,47,22.33
image_0000530.jpg,00:00.0,47,22.368
image_0000531.jpg,00:00.0,47,22.404
image_0000532.jpg,00:00.0,47,22.445
image_0000533.jpg,00:00.0,47,22.48
image_0000534.jpg,00:00.0,47,22.517
image_0000535.jpg,00:00.0,47,22.552
image_0000536.jpg,00:00.0,47,22.59
image_0000537.jpg,00:00.0,47,22.639
image_0000538.jpg,00:00.0,47,22.688
image_0000539.jpg,00:00.0,47,22.723
image_0000540.jpg,00:00.0,47,22.759
image_0000541.jpg,00:00.0,47,22.803
image_0000542.jpg,00:00.0,47,22.841
image_0000543.jpg,00:00.0,47,22.881
image_0000544.jpg,00:00.0,47,22.918
image_0000545.jpg,00:00.0,47,22.964
image_0000546.jpg,00:00.0,47,23.001
image_0000547.jpg,00:00.0,47,23.035
image_0000548.jpg,00:00.0,47,23.071
image_0000549.jpg,00:00.0,47,23.109
image_0000550.jpg,00:00.0,47,23.143
image_0000551.jpg,00:00.0,47,23.18
image_0000552.jpg,00:00.0,47,23.233
image_0000553.jpg,00:00.0,47,23.269
image_0000554.jpg,00:00.0,47,23.312
image_0000555.jpg,00:00.0,47,23.351
image_0000556.jpg,00:00.0,47,23.389
image_0000557.jpg,00:00.0,47,23.424
image_0000558.jpg,00:00.0,47,23.458
image_0000559.jpg,00:00.0,47,23.494
image_0000560.jpg,00:00.0,47,23.531
image_0000561.jpg,00:00.0,47,23.567
image_0000562.jpg,00:00.0,47,23.603
image_0000563.jpg,00:00.0,47,23.64
image_0000564.jpg,00:00.0,47,23.679
image_0000565.jpg,00:00.0,47,23.714
image_0000566.jpg,00:00.0,47,23.75
image_0000567.jpg,00:00.0,47,23.785
image_0000568.jpg,00:00.0,47,23.825
image_0000569.jpg,00:00.0,47,23.864
image_0000570.jpg,00:00.0,47,23.904
image_0000571.jpg,00:00.0,47,23.938
image_0000572.jpg,00:00.0,47,23.974
image_0000573.jpg,00:00.0,47,24.008
image_0000574.jpg,00:00.0,47,24.043
image_0000575.jpg,00:00.0,47,24.086
image_0000576.jpg,00:00.0,47,24.122
image_0000577.jpg,00:00.0,47,24.156
image_0000578.jpg,00:00.0,47,24.191
image_0000579.jpg,00:00.0,47,24.229
image_0000580.jpg,00:00.0,47,24.266
image_0000581.jpg,00:00.0,47,24.304
image_0000582.jpg,00:00.0,47,24.346
image_0000583.jpg,00:00.0,47,24.382
image_0000584.jpg,00:00.0,47,24.417
image_0000585.jpg,00:00.0,47,24.452
image_0000586.jpg,00:00.0,47,24.486
image_0000587.jpg,00:00.0,47,24.522
image_0000588.jpg,00:00.0,47,24.557
image_0000589.jpg,00:00.0,47,24.594
image_0000590.jpg,00:00.0,47,24.628
image_0000591.jpg,00:00.0,47,24.663
image_0000592.jpg,00:00.0,47,24.7
image_0000593.jpg,00:00.0,47,24.737
image_0000594.jpg,00:00.0,47,24.774
image_0000595.jpg,00:00.0,47,24.812
image_0000596.jpg,00:00.0,47,24.846
image_0000597.jpg,00:00.0,47,24.881
image_0000598.jpg,00:00.0,47,24.916
image_0000599.jpg,00:00.0,47,24.951
image_0000600.jpg,00:00.0,47,24.988
image_0000601.jpg,00:00.0,47,25.024
image_0000602.jpg,00:00.0,47,25.06
image_0000603.jpg,00:00.0,47,25.094
image_0000604.jpg,00:00.0,47,25.132
image_0000605.jpg,00:00.0,47,25.167
image_0000606.jpg,00:00.0,47,25.202
image_0000607.jpg,00:00.0,47,25.238
image_0000608.jpg,00:00.0,47,25.273
image_0000609.jpg,00:00.0,47,25.309
image_0000610.jpg,00:00.0,47,25.344
image_0000611.jpg,00:00.0,47,25.38
image_0000612.jpg,00:00.0,47,25.417
image_0000613.jpg,00:00.0,47,25.451
image_0000614.jpg,00:00.0,47,25.486
image_0000615.jpg,00:00.0,47,25.523
image_0000616.jpg,00:00.0,47,25.558
image_0000617.jpg,00:00.0,47,25.593
image_0000618.jpg,00:00.0,47,25.629
image_0000619.jpg,00:00.0,47,25.664
image_0000620.jpg,00:00.0,47,25.702
image_0000621.jpg,00:00.0,47,25.738
image_0000622.jpg,00:00.0,47,25.772
image_0000623.jpg,00:00.0,47,25.811
image_0000624.jpg,00:00.0,47,25.848
image_0000625.jpg,00:00.0,47,25.884
image_0000626.jpg,00:00.0,47,25.921
image_0000627.jpg,00:00.0,47,25.957
image_0000628.jpg,00:00.0,47,25.993
image_0000629.jpg,00:00.0,47,26.03
image_0000630.jpg,00:00.0,47,26.066
image_0000631.jpg,00:00.0,47,26.11
image_0000632.jpg,00:00.0,47,26.148
image_0000633.jpg,00:00.0,47,26.184
image_0000634.jpg,00:00.0,47,26.219
