                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.43319,                0.39461,                0.89239,                0.98781,                0.98765,                0.99452,                0.81981,                 0.5209,                 0.3402,                0.89203,              0.0098515,              0.0098515,              0.0098515
                     17,                0.42918,                0.39306,                0.89529,                0.99005,                0.98765,                0.99439,                0.79334,                0.56221,                0.34766,                0.89954,              0.0098416,              0.0098416,              0.0098416
                     18,                0.43598,                0.37279,                0.89296,                0.99004,                0.98033,                 0.9933,                0.81272,                 0.5474,                0.32721,                0.90421,              0.0098317,              0.0098317,              0.0098317
                     19,                0.42858,                0.39215,                0.89341,                0.99047,                0.98765,                 0.9941,                0.77628,                0.60577,                0.37137,                0.91783,              0.0098218,              0.0098218,              0.0098218
                     20,                 0.4363,                0.41194,                0.89891,                 0.9959,                0.97531,                0.99423,                0.81513,                0.51611,                0.31899,                0.89876,              0.0098119,              0.0098119,              0.0098119
                     21,                 0.4121,                0.38685,                0.89005,                 0.9892,                0.98765,                0.99441,                0.82329,                0.49037,                 0.3103,                0.89072,               0.009802,               0.009802,               0.009802
                     22,                0.43641,                0.39031,                0.89352,                 0.9892,                0.96872,                0.98839,                0.82896,                0.48552,                0.32707,                 0.8933,              0.0097921,              0.0097921,              0.0097921
                     23,                0.42626,                0.38513,                0.89587,                0.98333,                0.99383,                0.99426,                0.82816,                0.47194,                0.32641,                 0.8868,              0.0097822,              0.0097822,              0.0097822
                     24,                0.41953,                0.37288,                0.88529,                0.99001,                0.97531,                 0.9937,                0.81861,                0.54747,                0.32937,                0.89743,              0.0097723,              0.0097723,              0.0097723
                     25,                0.41885,                0.37865,                0.88959,                0.97195,                      1,                0.99288,                 0.8212,                0.52756,                0.32674,                 0.8967,              0.0097624,              0.0097624,              0.0097624
                     26,                 0.4163,                0.36322,                0.90152,                0.98763,                0.99383,                0.99459,                0.82474,                 0.4908,                0.30442,                0.88924,              0.0097525,              0.0097525,              0.0097525
                     27,                0.41761,                0.34982,                0.88319,                0.98442,                0.99882,                0.99476,                0.83444,                0.49691,                0.31411,                0.89207,              0.0097426,              0.0097426,              0.0097426
                     28,                 0.4214,                0.37636,                0.89832,                0.98986,                0.99837,                0.99482,                0.82057,                0.49911,                0.30784,                0.89576,              0.0097327,              0.0097327,              0.0097327
                     29,                0.42976,                0.37166,                0.88985,                0.98911,                0.98765,                0.99425,                0.81906,                 0.5504,                0.32621,                0.89885,              0.0097228,              0.0097228,              0.0097228
                     30,                 0.4282,                0.38222,                0.89109,                0.98383,                0.98043,                 0.9892,                0.78408,                0.52175,                0.31951,                0.89709,              0.0097129,              0.0097129,              0.0097129
                     31,                0.40728,                0.35993,                0.88573,                0.99026,                0.98148,                0.99375,                0.80527,                0.54077,                0.29768,                0.90173,               0.009703,               0.009703,               0.009703
                     32,                0.41322,                  0.372,                0.89763,                0.98913,                0.97531,                0.99216,                0.82284,                0.54336,                0.35194,                0.90901,              0.0096931,              0.0096931,              0.0096931
                     33,                0.41134,                0.36012,                0.89296,                0.99004,                0.97531,                0.98935,                0.81665,                0.52439,                0.32292,                0.89676,              0.0096832,              0.0096832,              0.0096832
                     34,                0.41265,                0.34652,                0.89188,                0.99205,                0.98765,                0.99372,                0.82648,                0.53145,                0.32438,                0.89776,              0.0096733,              0.0096733,              0.0096733
                     35,                0.40476,                0.37452,                0.87988,                0.98296,                 0.9804,                0.98673,                0.82528,                0.52569,                0.29838,                0.90449,              0.0096634,              0.0096634,              0.0096634
                     36,                0.41365,                0.35578,                0.88488,                0.98763,                0.97531,                0.98487,                 0.7968,                0.57414,                 0.3657,                0.90745,              0.0096535,              0.0096535,              0.0096535
                     37,                0.40008,                0.35499,                0.88834,                0.99107,                 0.9867,                0.99286,                0.81389,                0.49886,                0.32099,                0.89151,              0.0096436,              0.0096436,              0.0096436
                     38,                0.42419,                0.35813,                0.88844,                0.99619,                0.98148,                0.99429,                0.81809,                0.54718,                0.30446,                0.89789,              0.0096337,              0.0096337,              0.0096337
                     39,                0.39971,                0.36728,                0.88655,                 0.9888,                0.99228,                0.99464,                0.82369,                 0.5016,                0.30433,                0.89386,              0.0096238,              0.0096238,              0.0096238
                     40,                0.40066,                0.34269,                0.88014,                0.98369,                      1,                0.99415,                0.82045,                0.56656,                0.35881,                0.90438,              0.0096139,              0.0096139,              0.0096139
                     41,                0.41868,                0.34897,                0.87882,                0.97932,                0.98765,                0.99022,                0.81838,                  0.537,                0.32111,                 0.9022,               0.009604,               0.009604,               0.009604
                     42,                0.39898,                0.36518,                0.88607,                0.99067,                0.99383,                0.99445,                0.81635,                0.48909,                0.30888,                0.88536,              0.0095941,              0.0095941,              0.0095941
                     43,                0.40042,                0.33889,                0.88679,                0.98965,                0.98765,                0.99346,                0.82715,                0.55711,                0.34291,                0.89346,              0.0095842,              0.0095842,              0.0095842
                     44,                0.40788,                0.35329,                 0.8856,                0.99039,                0.98148,                0.99139,                0.78282,                0.55532,                0.33421,                0.89617,              0.0095743,              0.0095743,              0.0095743
                     45,                0.41018,                0.34914,                0.88346,                0.99665,                0.97531,                0.99091,                0.83082,                0.49044,                0.33265,                0.88853,              0.0095644,              0.0095644,              0.0095644
                     46,                0.40038,                0.37342,                0.88182,                 0.9896,                0.99383,                0.99191,                0.82023,                 0.4998,                0.31348,                0.88786,              0.0095545,              0.0095545,              0.0095545
                     47,                 0.4056,                0.35704,                0.87723,                0.98359,                0.99383,                0.99069,                0.80961,                0.46618,                0.30508,                0.88699,              0.0095446,              0.0095446,              0.0095446
                     48,                0.40211,                0.35509,                0.88856,                 0.9903,                0.99334,                0.99476,                0.81488,                0.52375,                0.29558,                0.89514,              0.0095347,              0.0095347,              0.0095347
                     49,                0.38867,                0.33814,                0.88944,                0.99814,                0.98092,                0.99394,                0.83494,                0.47712,                0.30425,                0.88504,              0.0095248,              0.0095248,              0.0095248
                     50,                0.39263,                0.35499,                0.88216,                0.99771,                0.98765,                0.99115,                0.82682,                0.50567,                0.33798,                0.88819,              0.0095149,              0.0095149,              0.0095149
                     51,                0.39762,                0.36095,                0.89134,                0.98897,                0.98765,                0.99144,                0.82776,                0.46452,                0.30041,                0.88375,               0.009505,               0.009505,               0.009505
                     52,                0.38372,                0.36062,                0.89438,                0.98294,                0.99563,                0.99394,                0.82998,                0.50109,                0.29512,                0.88705,              0.0094951,              0.0094951,              0.0094951
                     53,                0.39326,                0.33515,                0.88982,                0.99564,                0.98148,                0.98881,                0.81568,                0.48991,                0.30366,                0.88599,              0.0094852,              0.0094852,              0.0094852
                     54,                0.39052,                0.35076,                0.88323,                0.98905,                0.98602,                0.99168,                0.83595,                0.47666,                0.32858,                0.88536,              0.0094753,              0.0094753,              0.0094753
                     55,                0.37751,                0.35389,                0.89664,                0.99598,                0.98765,                 0.9942,                0.83067,                0.47866,                0.29289,                0.88821,              0.0094654,              0.0094654,              0.0094654
                     56,                 0.3853,                0.34687,                0.88398,                0.99647,                0.99383,                 0.9946,                0.82639,                 0.5435,                0.37933,                0.90001,              0.0094555,              0.0094555,              0.0094555
                     57,                0.39828,                0.35894,                0.88351,                0.99669,                0.98765,                0.99482,                0.80197,                0.55949,                0.32136,                0.90229,              0.0094456,              0.0094456,              0.0094456
                     58,                 0.3865,                0.34516,                0.87782,                0.99776,                0.98129,                0.99413,                0.84015,                0.50816,                0.33314,                0.89564,              0.0094357,              0.0094357,              0.0094357
                     59,                0.38322,                0.33036,                0.89069,                0.98977,                0.98148,                0.98827,                0.82121,                 0.5324,                 0.3674,                0.89179,              0.0094258,              0.0094258,              0.0094258
                     60,                0.38302,                0.33484,                 0.8809,                0.98338,                0.98087,                0.98533,                0.79865,                 0.5076,                0.29572,                0.89313,              0.0094159,              0.0094159,              0.0094159
                     61,                 0.3735,                0.31498,                0.88736,                0.99187,                0.98148,                0.99446,                0.82178,                0.48006,                0.27168,                0.88371,               0.009406,               0.009406,               0.009406
                     62,                0.39043,                0.36885,                0.87427,                0.97654,                      1,                0.99414,                0.81381,                0.49342,                0.29638,                0.88509,              0.0093961,              0.0093961,              0.0093961
